enzyme,reaction,label,ecnumber,difficulty,fake_ecnumber,structure_index
390,1,0,1.14.14.154,-1,,-1
519,1,0,1.14.14.154,3,1.14.14.118,-1
522,1,0,1.14.14.154,-1,,-1
526,1,0,1.14.14.154,3,1.14.14.148,-1
542,1,0,1.14.14.154,3,1.14.14.107,-1
550,1,0,1.14.14.154,-1,,-1
563,1,0,1.14.14.154,-1,,-1
569,1,0,1.14.14.154,3,1.14.14.95,-1
573,1,0,1.14.14.154,3,1.14.14.127,-1
591,1,0,1.14.14.154,3,1.14.14.113,-1
597,1,0,1.14.14.154,3,1.14.14.-,-1
598,1,1,1.14.14.154,0,,-1
647,1,0,1.14.14.154,-1,,-1
672,1,0,1.14.14.154,-1,/,-1
673,1,1,1.14.14.154,0,,-1
674,1,0,1.14.15.36,2,1.14.19.41,-1
675,1,1,1.14.14.154,0,,-1
685,1,0,1.14.14.154,3,1.14.14.167,-1
714,1,0,1.14.14.154,-1,,-1
737,1,0,1.14.14.154,-1,,-1
749,1,0,1.14.14.154,-1,,-1
828,1,0,1.14.14.154,3,1.14.14.-,-1
919,1,0,1.14.14.154,-1,,-1
926,1,0,1.14.14.154,2,1.14.15.29,-1
930,1,1,1.14.15.36,0,,-1
939,1,0,1.14.14.154,1,1.6.2.4,-1
969,1,0,1.14.14.154,1,1.-.-.-,-1
984,1,1,1.14.14.154,0,,-1
986,1,1,1.14.14.154,0,,-1
1039,1,0,1.14.14.154,3,1.14.14.36,-1
1071,1,0,1.14.14.154,2,1.14.-.-,-1
1074,1,0,1.14.14.154,2,1.14.-.-,-1
1125,1,0,1.14.14.154,3,1.14.14.-,-1
1141,1,0,1.14.14.154,3,1.14.14.24,-1
1163,1,0,1.14.14.154,3,1.14.14.130,-1
1176,1,0,1.14.14.154,2,1.14.13.-,-1
1202,1,1,1.14.14.154,0,,-1
1227,1,0,1.14.14.154,2,1.14.15.4,-1
1275,1,0,1.14.14.154,2,1.14.19.69,-1
1278,1,0,1.14.14.154,3,1.14.14.137,-1
1286,1,0,1.14.14.154,3,1.14.14.82,-1
1326,1,0,1.14.14.154,-1,,-1
1327,1,0,1.14.14.154,3,1.14.14.32,-1
1336,1,0,1.14.14.154,-1,,-1
1369,1,0,1.14.14.154,3,1.14.14.125,-1
1383,1,0,1.14.14.154,-1,,-1
1384,1,0,1.14.14.154,-1,,-1
1394,1,0,1.14.14.154,-1,,-1
1426,1,0,1.14.14.154,3,1.14.14.137,-1
1465,1,0,1.14.14.154,-1,,-1
1484,1,0,1.14.14.154,-1,,-1
1494,1,0,1.14.14.154,-1,,-1
1499,1,0,1.14.14.154,-1,,-1
1505,1,0,1.14.14.154,-1,,-1
1507,1,0,1.14.14.154,-1,,-1
1509,1,0,1.14.14.154,-1,,-1
1510,1,0,1.14.14.154,-1,,-1
1578,1,0,1.14.14.154,-1,,-1
1594,1,0,1.14.14.154,-1,,-1
2,2,0,1.14.14.154,-1,,-1
130,2,0,1.14.14.154,-1,,-1
167,2,0,1.14.14.154,-1,/,-1
217,2,0,1.14.14.154,3,1.14.14.91,-1
278,2,0,1.14.14.154,-1,,-1
287,2,0,1.14.14.154,-1,,-1
369,2,0,1.14.14.154,-1,,-1
435,2,0,1.14.14.154,3,1.14.14.B11,-1
437,2,0,1.14.14.154,1,1.-.-.-,-1
587,2,0,1.14.14.154,3,1.14.14.137,-1
598,2,1,1.14.14.154,0,,-1
663,2,0,1.14.14.154,3,1.14.14.115,-1
673,2,1,1.14.14.154,0,,-1
675,2,1,1.14.14.154,0,,-1
796,2,0,1.14.14.154,3,1.14.14.117,-1
921,2,0,1.14.14.154,3,1.14.14.-,-1
943,2,0,1.14.14.154,1,1.4.1.23,-1
968,2,0,1.14.14.154,1,1.-.-.-,-1
986,2,1,1.14.14.154,0,,-1
992,2,0,1.14.14.154,2,1.14.99.22,-1
998,2,0,1.14.14.154,2,1.14.99.15,-1
1001,2,0,1.14.14.154,-1,,-1
1041,2,0,1.14.14.154,3,1.14.14.109,-1
1063,2,0,1.14.14.154,-1,/,-1
1127,2,0,1.14.14.154,0,5.3.99.4,-1
1163,2,0,1.14.14.154,3,1.14.14.130,-1
1336,2,0,1.14.14.154,-1,,-1
1341,2,0,1.14.14.154,3,1.14.14.48,-1
1399,2,0,1.14.14.154,-1,,-1
1536,2,0,1.14.14.154,-1,,-1
1554,2,0,1.14.14.154,-1,,-1
1586,2,0,1.14.14.154,-1,,-1
1620,2,0,1.14.14.154,-1,,-1
26,3,0,1.14.14.154,-1,/,-1
37,3,0,1.14.14.154,1,1.-.-.-,-1
181,3,0,1.14.14.154,-1,,-1
182,3,0,1.14.14.154,1,1.-.-.-,-1
188,3,0,1.14.14.154,-1,/,-1
200,3,0,1.14.14.154,1,1.-.-.-,-1
232,3,0,1.14.14.154,-1,/,-1
294,3,0,1.14.14.154,-1,,-1
320,3,0,1.14.14.154,3,1.14.14.81,-1
390,3,0,1.14.14.154,-1,,-1
452,3,0,1.14.14.154,3,1.14.14.B11,-1
541,3,0,1.14.14.154,3,1.14.14.107,-1
544,3,0,1.14.14.154,-1,,-1
598,3,1,1.14.14.154,0,,-1
623,3,0,1.14.14.154,3,1.14.14.98,-1
631,3,0,1.14.14.154,3,1.14.14.82,-1
673,3,1,1.14.14.154,0,,-1
675,3,1,1.14.14.154,0,,-1
736,3,0,1.14.14.154,2,1.14.-.-,-1
743,3,0,1.14.14.154,-1,/,-1
925,3,0,1.14.14.154,2,1.14.15.27,-1
986,3,1,1.14.14.154,0,,-1
1011,3,0,1.14.14.154,-1,,-1
1048,3,0,1.14.14.154,3,1.14.14.118,-1
1148,3,0,1.14.14.154,3,1.14.14.86,-1
1243,3,0,1.14.14.154,-1,,-1
1269,3,0,1.14.14.154,2,1.14.-.-,-1
1308,3,0,1.14.14.154,3,1.14.14.58,-1
1316,3,0,1.14.14.154,-1,,-1
1353,3,0,1.14.14.154,3,1.14.14.139,-1
1469,3,0,1.14.14.154,-1,,-1
1511,3,0,1.14.14.154,-1,,-1
1515,3,0,1.14.14.154,-1,,-1
1592,3,0,1.14.14.154,-1,,-1
1616,3,0,1.14.14.154,-1,,-1
12,4,0,1.11.2.4,-1,/,-1
303,4,0,1.11.2.4,1,1.-.-.-,-1
603,4,0,1.11.2.4,-1,,-1
820,4,0,1.11.2.4,1,1.14.14.-,-1
880,4,0,1.11.2.4,-1,,-1
943,4,0,1.11.2.4,1,1.4.1.23,-1
990,4,0,1.11.2.4,1,1.14.14.32,-1
1249,4,0,1.11.2.4,1,1.14.14.147,-1
1577,4,0,1.11.2.4,-1,,-1
263,5,0,1.11.2.4,1,1.14.14.-,-1
287,5,0,1.11.2.4,-1,,-1
302,5,0,1.11.2.4,-1,,-1
881,5,0,1.11.2.4,1,1.14.14.23,-1
972,5,0,1.11.2.4,-1,/,-1
1105,5,0,1.11.2.4,1,1.14.14.138,-1
1185,5,0,1.11.2.4,1,1.14.14.81,-1
1193,5,0,1.11.2.4,-1,/,-1
1326,5,0,1.11.2.4,-1,,-1
1390,5,0,1.11.2.4,-1,,-1
46,6,0,1.14.14.48,-1,,-1
674,6,0,1.14.14.48,2,1.14.19.41,-1
801,6,0,1.14.14.48,3,1.14.14.-,-1
887,6,0,1.14.14.48,3,1.14.14.43,-1
73,7,0,1.14.14.49,-1,/,-1
526,7,0,1.14.14.49,3,1.14.14.148,-1
738,7,0,1.14.14.49,-1,,-1
1364,7,0,1.14.14.49,3,1.14.14.51,-1
7,8,0,1.14.14.1,3,1.14.14.-,-1
12,8,0,1.14.14.1; 4.2.1.152,-1,/,-1
22,8,0,1.14.14.1,-1,,-1
23,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
25,8,0,1.14.14.1,-1,,-1
32,8,0,1.14.14.1,-1,,-1
35,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
36,8,0,1.14.14.1/1.6.2.4,-1,/,-1
46,8,0,1.14.14.56,-1,,-1
48,8,0,1.14.14.1/1.6.2.4,-1,/,-1
50,8,0,1.14.14.1; 4.2.1.152,-1,,-1
53,8,1,1.14.14.1/1.6.2.4,0,,-1
60,8,0,1.14.14.1,-1,/,-1
66,8,0,1.14.14.1,-1,/,-1
73,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
80,8,0,1.14.14.1,-1,,-1
81,8,0,1.14.14.1; 1.6.2.4,0,4.2.1.-,-1
82,8,1,1.14.14.1; 1.6.2.4,0,,-1
83,8,0,1.14.14.1,-1,,-1
86,8,0,1.14.14.94,-1,,-1
87,8,0,1.14.14.1,-1,/,-1
88,8,0,1.14.14.1,-1,,-1
101,8,0,1.14.14.1; 1.14.14.130,3,1.14.14.62,-1
109,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.126,-1
111,8,0,1.14.14.1; 4.2.1.152,-1,,-1
113,8,1,1.14.14.1/1.6.2.4,0,,-1
120,8,0,1.14.14.1; 4.2.1.152,-1,,-1
124,8,0,1.14.14.94,-1,,-1
130,8,0,1.14.14.56,-1,,-1
138,8,0,4.2.1.152,0,1.14.14.-,-1
144,8,0,1.14.14.1; 1.6.2.4,-1,,-1
159,8,0,1.14.14.1/1.6.2.4,-1,,-1
164,8,0,1.14.14.1,-1,/,-1
168,8,0,1.14.14.1/1.6.2.4,3,1.14.14.115,-1
172,8,0,1.14.14.1,3,1.14.14.77,-1
194,8,0,1.14.14.1,-1,,-1
197,8,0,1.14.14.1,3,1.14.14.102,-1
202,8,0,4.2.1.152,0,1.-.-.-,-1
212,8,0,1.14.14.1/1.6.2.4,-1,,-1
218,8,0,1.14.14.1; 1.14.14.130,3,1.14.14.175,-1
219,8,0,1.14.14.94,-1,,-1
227,8,0,1.14.14.1/1.6.2.4,-1,,-1
230,8,0,1.14.14.1,-1,,-1
235,8,0,1.14.14.1,-1,,-1
241,8,0,1.14.14.1; 1.6.2.4,-1,,-1
249,8,0,1.14.14.51,1,1.-.-.-,-1
256,8,0,1.14.14.1,-1,/,-1
261,8,0,1.14.14.1,-1,,-1
264,8,0,1.14.14.1/1.6.2.4,-1,/,-1
270,8,0,1.14.14.1,3,1.14.14.-,-1
277,8,0,1.14.14.1,-1,,-1
281,8,0,1.14.14.1; 1.6.2.4,2,1.14.20.5,-1
285,8,0,1.14.14.1,-1,,-1
289,8,0,1.14.14.1/1.6.2.4,-1,,-1
295,8,0,1.14.14.1,0,5.3.99.4,-1
305,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.174,-1
306,8,0,1.14.14.1; 1.6.2.4,-1,,-1
307,8,0,1.14.14.1,1,1.-.-.-,-1
315,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.-,-1
318,8,0,1.14.14.1,-1,/,-1
333,8,0,1.14.14.1,-1,,-1
354,8,0,1.14.14.56,-1,,-1
378,8,0,1.14.14.1,-1,,-1
383,8,0,1.14.14.1; 4.2.1.152,-1,,-1
387,8,0,1.14.14.1/1.6.2.4,-1,,-1
391,8,0,1.14.14.1/1.6.2.4,-1,,-1
406,8,0,1.14.14.1,-1,,-1
407,8,0,1.14.14.1,-1,,-1
412,8,0,1.14.14.1,-1,,-1
414,8,0,1.14.14.1/1.6.2.4,3,1.14.14.-,-1
430,8,0,1.14.14.1,1,1.-.-.-,-1
437,8,0,1.14.14.1,1,1.-.-.-,-1
456,8,0,1.14.14.1,3,1.14.14.B9,-1
461,8,0,1.14.14.1; 1.6.2.4,2,1.14.19.53,-1
463,8,0,1.14.14.1,2,1.14.-.-,-1
465,8,0,1.14.14.1,2,1.14.-.-,-1
467,8,0,1.14.14.1,-1,,-1
475,8,0,1.14.14.1/1.6.2.4,3,1.14.14.102,-1
476,8,0,1.14.14.1; 1.6.2.4,-1,,-1
479,8,0,1.14.14.1,-1,,-1
487,8,0,1.14.14.80,2,1.14.15.6,-1
493,8,0,1.14.14.1,-1,,-1
499,8,0,1.14.14.1,-1,,-1
515,8,0,1.14.14.51,-1,,-1
517,8,0,1.14.14.56,-1,,-1
520,8,0,1.14.14.1,2,1.14.19.71,-1
525,8,0,1.14.14.1,3,1.14.14.141,-1
526,8,0,1.14.14.1,3,1.14.14.148,-1
528,8,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,3,1.14.14.128,-1
529,8,0,1.14.14.B9,-1,,-1
530,8,0,1.14.14.1,3,1.14.14.82,-1
532,8,0,1.14.14.1,-1,,-1
541,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.107,-1
544,8,0,1.14.14.1,-1,,-1
546,8,0,1.14.14.1; 1.6.2.4,-1,,-1
550,8,0,1.14.14.1; 1.6.2.4,-1,,-1
564,8,0,1.14.14.1,3,1.14.14.-,-1
566,8,0,1.14.14.1; 1.14.14.130,3,1.14.14.95,-1
569,8,0,1.14.14.1/1.14.14.130/1.6.2.4,3,1.14.14.95,-1
571,8,1,1.14.14.1,0,,-1
572,8,0,1.14.14.1/1.6.2.4,-1,,-1
573,8,0,1.14.14.1,3,1.14.14.127,-1
582,8,0,1.14.14.1,-1,,-1
587,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.137,-1
590,8,0,1.14.14.1,2,1.14.19.8,-1
602,8,0,1.14.14.1; 1.6.2.4,-1,,-1
608,8,0,1.14.14.1,-1,,-1
614,8,0,1.14.14.1/1.6.2.4,-1,,-1
617,8,0,1.14.14.1,-1,,-1
618,8,0,1.14.14.1,-1,,-1
624,8,0,1.14.14.80,3,1.14.14.86,-1
630,8,0,1.14.14.1,-1,,-1
648,8,0,1.14.14.1/1.6.2.4,-1,,-1
651,8,1,1.14.14.1/1.6.2.4,0,,-1
652,8,0,1.14.14.51,-1,,-1
676,8,0,1.14.14.1,2,1.14.19.80,-1
682,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.163,-1
686,8,0,1.14.14.1,-1,,-1
689,8,0,1.14.14.1,1,1.-.-.-,-1
690,8,1,1.14.14.1/1.6.2.4,0,,-1
698,8,0,1.14.14.56,3,1.14.14.126,-1
713,8,0,1.14.14.1,-1,/,-1
727,8,1,1.14.14.1; 1.6.2.4,0,,-1
731,8,0,1.14.14.1,2,1.14.15.18,-1
740,8,0,1.14.14.94,2,1.14.15.13,-1
741,8,0,1.14.14.51,2,1.14.15.18,-1
744,8,0,1.14.14.1/1.6.2.4,2,1.14.13.-,-1
745,8,0,1.14.14.24,4,1.14.14.24,-1
747,8,0,1.14.14.1; 4.2.1.152,-1,,-1
749,8,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,-1,,-1
758,8,0,1.14.14.1/1.6.2.4,2,1.14.19.41,-1
762,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.45,-1
770,8,0,1.14.14.80,-1,,-1
779,8,0,1.14.14.1,2,1.14.15.1,-1
785,8,0,1.14.14.1,4,1.14.14.1,-1
786,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.32,-1
789,8,1,1.14.13.n7; 1.14.14.1,0,,-1
794,8,1,1.14.14.56,0,,-1
798,8,0,1.14.14.1,2,1.14.13.-,-1
799,8,0,1.14.14.1/1.6.2.4,1,1.5.1.27,-1
803,8,0,1.14.14.1,1,1.-.-.-,-1
805,8,0,1.14.14.1; 1.6.2.4,-1,,-1
806,8,0,1.14.14.1,-1,,-1
809,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.188,-1
819,8,0,1.14.14.1/1.6.2.4,1,1.-.-.-,-1
824,8,0,1.14.14.1,2,1.14.15.6,-1
827,8,1,1.14.14.1,0,,-1
839,8,1,1.14.14.1,0,,-1
841,8,0,1.14.14.1/1.6.2.4,2,1.14.15.4,-1
859,8,0,4.2.1.152,0,1.14.14.80,-1
860,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.23,-1
863,8,1,1.14.14.1,0,,-1
867,8,1,1.14.14.1,0,,-1
874,8,1,1.14.14.1,0,,-1
881,8,0,1.14.14.1,3,1.14.14.23,-1
890,8,0,1.14.14.1,2,1.14.13.154,-1
899,8,1,1.14.14.1,0,,-1
902,8,0,1.14.14.1,2,1.14.15.29,-1
908,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.154,-1
911,8,0,1.14.13.n7; 1.14.14.1,2,1.14.14.103,-1
912,8,1,1.14.14.B9,0,,-1
924,8,0,1.14.14.1/1.6.2.4,2,1.14.-.-,-1
926,8,0,1.14.14.1/1.6.2.4,2,1.14.15.29,-1
938,8,0,1.14.14.1/1.6.2.4,3,1.14.14.1,-1
943,8,0,1.14.14.1,1,1.4.1.23,-1
945,8,0,1.14.14.1,2,1.14.13.63,-1
950,8,0,1.14.14.1; 1.6.2.4,-1,,-1
954,8,1,1.14.14.1; 1.6.2.4,0,,-1
955,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.68; 1.14.14.70,-1
963,8,0,1.14.14.1,-1,,-1
965,8,0,1.14.14.1,3,1.14.14.82,-1
972,8,0,1.14.14.1,-1,/,-1
974,8,0,1.14.14.1/1.6.2.4,3,1.14.14.-,-1
992,8,0,1.14.14.1,2,1.14.99.22,-1
994,8,0,1.14.14.1; 1.6.2.4,-1,,-1
995,8,0,1.14.14.1,-1,/,-1
1001,8,0,1.14.14.1/1.14.14.130/1.6.2.4,-1,,-1
1004,8,0,1.14.14.1/1.14.14.130/1.6.2.4,-1,,-1
1007,8,0,1.14.14.1,-1,,-1
1011,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1013,8,0,1.14.14.1,-1,,-1
1014,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1016,8,0,1.14.14.1,-1,,-1
1027,8,0,1.14.14.94,-1,,-1
1028,8,0,1.14.14.78,-1,,-1
1031,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.82,-1
1039,8,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,3,1.14.14.36,-1
1041,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.109,-1
1044,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1051,8,0,1.14.14.24,-1,,-1
1055,8,0,1.14.14.1,3,1.14.14.156,-1
1064,8,0,1.14.14.1,-1,/,-1
1074,8,0,1.14.14.1,2,1.14.-.-,-1
1090,8,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,-1,,-1
1102,8,0,1.14.14.B9,3,1.14.14.29,-1
1109,8,1,1.14.14.1,0,,-1
1115,8,0,1.14.14.1,2,1.14.15.1,-1
1127,8,0,1.14.14.24,0,5.3.99.4,-1
1128,8,0,1.14.14.1,2,1.14.99.15,-1
1135,8,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,-1,,-1
1139,8,1,1.14.14.1,0,,-1
1141,8,0,1.14.14.1/1.6.2.4,3,1.14.14.24,-1
1149,8,0,1.14.14.1,3,1.14.14.41,-1
1157,8,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,3,1.14.14.79,-1
1165,8,0,1.14.14.1,3,1.14.14.82,-1
1168,8,0,1.14.14.1,-1,,-1
1177,8,1,1.14.14.1; 1.6.2.4,0,,-1
1189,8,1,1.14.14.1; 1.14.14.130,0,,-1
1195,8,0,1.14.14.1,3,1.14.14.-,-1
1202,8,0,1.14.14.1/1.6.2.4,3,1.14.14.154,-1
1203,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1207,8,0,1.14.14.1,3,1.14.14.82,-1
1217,8,0,1.14.14.1,3,1.14.14.-,-1
1225,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.82,-1
1228,8,0,1.14.14.1,-1,,-1
1230,8,1,1.14.14.1,0,,-1
1235,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1236,8,0,1.14.14.80,-1,,-1
1245,8,0,1.14.14.1,2,1.14.19.68,-1
1247,8,0,1.14.14.1,3,1.14.14.42,-1
1256,8,0,1.14.14.1,1,1.11.2.4,-1
1257,8,0,1.14.14.1/1.6.2.4,-1,/,-1
1259,8,0,1.14.14.1; 1.6.2.4,0,4.2.1.121,-1
1264,8,0,1.14.14.94,-1,,-1
1269,8,0,1.14.14.1,2,1.14.-.-,-1
1270,8,0,1.14.14.1,-1,,-1
1271,8,1,1.14.14.1,0,,-1
1281,8,0,1.14.14.1,3,1.14.14.179,-1
1286,8,0,1.14.14.1,3,1.14.14.82,-1
1288,8,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,3,1.14.14.81,-1
1289,8,0,1.14.14.1/1.6.2.4,-1,,-1
1291,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1292,8,0,1.14.14.1/1.6.2.4,3,1.14.14.57,-1
1294,8,0,1.14.14.1; 1.14.14.130,3,1.14.14.32,-1
1301,8,0,1.14.14.56,2,1.14.19.69,-1
1302,8,0,1.14.14.1,-1,,-1
1304,8,0,1.14.14.1; 4.2.1.152,0,4.2.1.92,-1
1308,8,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,3,1.14.14.58,-1
1309,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1312,8,0,1.14.14.1/1.6.2.4,2,1.14.-.-,-1
1321,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.38; 1.14.14.39,-1
1326,8,0,1.14.14.1,-1,,-1
1327,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.32,-1
1331,8,0,1.14.14.1; 1.6.2.4,2,1.14.13.-,-1
1332,8,1,1.14.14.1,0,,-1
1341,8,0,1.14.14.1,3,1.14.14.48,-1
1348,8,0,1.14.14.1,-1,,-1
1351,8,0,1.14.14.1,3,1.14.14.164,-1
1353,8,0,1.14.14.1,3,1.14.14.139,-1
1357,8,0,1.14.14.1,2,1.14.99.22,-1
1358,8,0,1.14.14.24,2,1.14.15.-,-1
1362,8,0,1.14.14.51,3,1.14.14.99,-1
1373,8,0,1.14.14.1; 4.2.1.152,2,1.14.15.34,-1
1374,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1379,8,0,1.14.14.1,-1,,-1
1380,8,1,1.14.14.1/1.14.14.130/1.6.2.4,0,,-1
1383,8,0,1.14.14.1,-1,,-1
1384,8,0,4.2.1.152,-1,,-1
1396,8,0,1.14.14.1/1.6.2.4,-1,,-1
1403,8,0,1.14.14.1/1.6.2.4,-1,,-1
1413,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1420,8,0,1.14.14.1/1.6.2.4,3,1.14.14.103,-1
1422,8,0,1.14.14.78,3,1.14.14.85,-1
1433,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1440,8,0,1.14.14.1,-1,/,-1
1443,8,0,1.14.14.1,-1,,-1
1444,8,0,1.14.14.1,-1,,-1
1453,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.-,-1
1455,8,0,1.14.14.1,3,1.14.14.150,-1
1463,8,0,1.14.14.1,-1,,-1
1467,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1469,8,0,1.14.14.1,-1,,-1
1483,8,0,1.14.14.1,-1,,-1
1487,8,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,-1,,-1
1490,8,0,1.14.14.1,-1,,-1
1494,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1500,8,0,1.14.14.1,-1,,-1
1503,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1509,8,0,1.14.14.1/1.6.2.4,-1,,-1
1511,8,0,1.14.14.1,-1,,-1
1512,8,0,1.14.14.78,-1,,-1
1513,8,0,1.14.14.51,-1,,-1
1522,8,0,1.14.13.n7; 1.14.14.1,-1,,-1
1525,8,0,4.2.1.152,-1,,-1
1530,8,0,1.14.14.1; 1.14.14.130,-1,,-1
1531,8,0,1.14.14.1/1.14.14.130/1.6.2.4,-1,,-1
1532,8,0,1.14.14.1,-1,,-1
1535,8,0,1.14.14.1,-1,,-1
1536,8,0,1.14.14.B9,-1,,-1
1537,8,0,1.14.14.1,-1,,-1
1542,8,0,1.14.14.1/1.6.2.4,-1,,-1
1550,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1552,8,0,1.14.14.1,-1,,-1
1554,8,0,1.14.14.1,-1,,-1
1555,8,0,1.14.14.1/1.14.14.130/1.6.2.4,-1,,-1
1565,8,0,1.14.14.56,-1,,-1
1566,8,0,1.14.14.1,-1,,-1
1568,8,0,1.14.14.1,-1,,-1
1578,8,0,1.14.14.1,-1,,-1
1585,8,0,1.14.14.1/1.6.2.4,-1,,-1
1592,8,0,1.14.14.1,-1,,-1
1603,8,0,1.14.14.1,-1,,-1
1605,8,0,1.14.14.1/1.6.2.4,-1,,-1
1608,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1614,8,0,1.14.14.1,-1,,-1
1616,8,0,1.14.14.1; 1.6.2.4,-1,,-1
21,9,0,1.14.14.162,-1,,-1
31,9,0,1.14.19.76,-1,/,-1
49,9,0,1.14.14.162,3,1.14.14.-,-1
53,9,0,1.14.19.76,2,1.14.14.1/1.6.2.4,-1
60,9,0,1.14.14.162,-1,/,-1
115,9,0,1.14.19.76,2,1.14.14.67,-1
117,9,0,1.14.14.162,2,1.14.19.50,-1
278,9,0,1.14.19.76,-1,,-1
326,9,0,1.14.19.76,-1,/,-1
476,9,0,1.14.14.162,-1,,-1
487,9,0,1.14.14.162,2,1.14.15.6,-1
506,9,0,1.14.19.76,1,1.-.-.-,-1
553,9,0,1.14.19.76,2,1.14.14.83,-1
